datetime,priceUSD,activeAddresses,adjustedVolume,paymentCount,exchangeVolume,priceBTC
2015-09-07,1.3,1632.0,263577.4303010819,5363.0,489014.0,0.005418246988705039
2015-09-08,1.25,1545.0,329645.07573697594,5395.0,427892.0,0.005211590577444236
2015-09-09,1.24,1543.0,1426044.9680849097,5304.0,366748.0,0.005094285362146173
2015-09-10,1.21,1539.0,249301.08156532043,5094.0,662782.0,0.005076781069061005
2015-09-11,1.16,1701.0,843445.9269682599,6226.0,1942600.0,0.004867200939873285
2015-09-12,0.987228,1544.0,215278.7392149589,5270.0,772430.0,0.004116022514071295
2015-09-13,1.04,1598.0,233899.95449556535,5737.0,644138.0,0.004421016833871791
2015-09-14,0.940566,1622.0,252012.34889721213,5242.0,741085.0,0.004078600234161571
2015-09-15,0.875189,1486.0,1053264.7249189317,5168.0,703390.0,0.0037970801336283566
2015-09-16,0.941977,1510.0,523583.1426502009,5679.0,615593.0,0.004091105320304017
2015-09-17,0.906865,1517.0,268368.7221634988,5098.0,897940.0,0.003958726209184564
2015-09-18,0.874574,1462.0,357505.7535647581,5336.0,484622.0,0.0037451781431997256
2015-09-19,0.849603,1367.0,332401.24882195017,4938.0,386988.0,0.0036485570729193504
2015-09-20,0.881191,1466.0,115961.75335794948,6115.0,508313.99999999994,0.0038080855661192735
2015-09-21,0.941496,1521.0,148500.22264979704,5967.0,424039.0,0.004071862295649166
2015-09-22,0.919337,1535.0,178940.2134871732,6550.0,487913.99999999994,0.0040504780367449445
2015-09-23,0.90356,1737.0,118751.54082165206,7104.0,200541.0,0.003912531393435525
2015-09-24,0.896796,1569.0,276025.7360540606,5979.0,842505.0,0.0038930196214620595
2015-09-25,0.820031,1536.0,543791.2510173236,5539.0,903457.0000000001,0.003499022870797064
2015-09-26,0.73763,1420.0,187117.52198274,5687.0,369620.0,0.003137782882423005
2015-09-27,0.791277,1417.0,303405.10502734676,5648.0,413801.0,0.0033795037157256344
2015-09-28,0.723715,1545.0,520229.40838423505,5881.0,1320890.0,0.0031082073526885415
2015-09-29,0.579414,1532.0,234644.8061364567,5498.0,913992.0,0.0024241235043092626
2015-09-30,0.661192,1490.0,367367.2644380944,5664.0,619926.0,0.002794083840432725
2015-10-01,0.734307,1473.0,425540.88736804406,6194.0,596084.0,0.003111470338983051
2015-10-02,0.683732,1375.0,101909.9636244952,5784.0,219318.0,0.002881783697209812
2015-10-03,0.678783,1389.0,83481.72694609639,5849.0,163326.0,0.0028616483979763915
2015-10-04,0.686343,1393.0,293448.4643843948,6389.0,103496.99999999999,0.002877386492265124
2015-10-05,0.666784,1409.0,109314.17637929403,5887.0,234262.99999999997,0.0027998488347680036
2015-10-06,0.622218,1415.0,315285.5148403305,6123.0,262674.0,0.0025886919620569148
2015-10-07,0.650515,1373.0,201810.28306376436,6697.0,218327.0,0.0026425437705650564
2015-10-08,0.609501,1330.0,191066.73121930694,6584.0,310266.0,0.0025075122392726372
2015-10-09,0.655084,1366.0,146975.7486501892,6499.0,386419.99999999994,0.002701377319587629
2015-10-10,0.641187,1266.0,82536.48638286607,6319.0,141555.0,0.0026306186920489042
2015-10-11,0.627461,1300.0,95953.59743723451,5849.0,102128.0,0.0025637860586745116
2015-10-12,0.634515,1335.0,172115.37676417993,6229.0,109567.0,0.0025701352883992223
2015-10-13,0.627943,1475.0,258249.90968703837,6419.0,303044.0,0.002560942088091354
2015-10-14,0.61224,1566.0,608804.9858127582,6502.0,971664.0000000001,0.0024539660908252836
2015-10-15,0.523278,1496.0,430352.57127932983,6002.0,371022.0,0.0020755939867518145
2015-10-16,0.562593,1366.0,204035.30569625314,6353.0,249891.0,0.0022123200943767202
2015-10-17,0.534117,1355.0,130451.11160610542,6213.0,313860.0,0.0020327954329210276
2015-10-18,0.547913,1345.0,100824.50837101894,6005.0,133690.0,0.002022490864124617
2015-10-19,0.517621,1452.0,266585.3115092956,6179.0,243742.0,0.0019767089284350417
2015-10-20,0.489629,1314.0,245668.72060376315,5625.0,383921.0,0.0018576810714421217
2015-10-21,0.431589,1521.0,300892.7905628391,5853.0,609085.0,0.0016025732427314247
2015-10-22,0.444988,1389.0,277738.1923615837,5262.0,924822.0,0.001669748592870544
2015-10-23,0.56637,1523.0,461615.54724209465,6097.0,878822.0,0.002069687557098484
2015-10-24,0.539681,1635.0,53939.42360851343,5642.0,258356.0,0.0019518300180831826
2015-10-25,0.563207,1497.0,148297.6942558458,5255.0,635384.0,0.0020010907798898563
2015-10-26,0.619743,1655.0,443466.6581962504,5568.0,1089120.0,0.0021850403694954694
2015-10-27,0.70889,1706.0,1372436.6882325138,6308.0,1846370.0,0.002485763377515955
2015-10-28,0.870938,1700.0,854745.5142326964,6376.0,2373050.0,0.0029654000680966975
2015-10-29,1.01,1974.0,842095.3450119181,6849.0,2279240.0,0.0033188748685594113
2015-10-30,1.21,2219.0,1471879.916567379,7475.0,2429200.0,0.0038542396636299927
2015-10-31,1.05,1987.0,290451.1779999537,7044.0,673892.0,0.003196249733645856
2015-11-01,0.920847,2131.0,134392.46810413094,6442.0,588913.0,0.0029232310085394115
2015-11-02,1.06,2039.0,377379.3852966633,6153.0,1145200.0,0.0032521322942872925
2015-11-03,0.994568,2066.0,591838.2051652714,6917.0,1907690.0,0.002748412413297593
2015-11-04,1.01,2039.0,820219.0877965499,6769.0,3060340.0,0.002502105732547193
2015-11-05,0.900699,1914.0,347969.5560893042,7105.0,1179840.0,0.002207162811213488
2015-11-06,0.904772,1807.0,2136224.9218104216,6069.0,913666.0,0.0023315861358072414
2015-11-07,0.923732,2067.0,1153505.064880202,6323.0,890187.0,0.002468089881636252
2015-11-08,0.915661,2271.0,897529.3760032359,9216.0,1021460.0,0.002382796398459457
2015-11-09,1.03,2060.0,1755591.9324643305,7158.0,2045290.0,0.002751656336824108
2015-11-10,1.0,1826.0,895669.1067967907,7010.0,854581.0,0.0026317174588136216
2015-11-11,0.941296,2033.0,287706.30174887646,7151.0,1278580.0,0.0027699841092343005
2015-11-12,0.796455,1807.0,227016.84077352387,6980.0,806156.0,0.0025358348191543557
2015-11-13,0.907722,1805.0,463697.6330322447,6790.0,543671.0,0.0026816011816838997
2015-11-14,0.905469,1797.0,282826.64294826996,6807.0,372514.0,0.002689884736498128
2015-11-15,0.891217,1759.0,181379.1904457563,6846.0,411848.0,0.0026759255367062003
2015-11-16,0.906166,1867.0,466898.64257798,7032.0,620945.0,0.0028341600725612236
2015-11-17,0.924948,1901.0,1870147.84959741,6825.0,1145440.0,0.0027998183799491463
2015-11-18,0.993214,1859.0,577499.732999149,7061.0,681104.0,0.002968450939956365
2015-11-19,0.988713,1864.0,274068.1856684172,6867.0,443528.0,0.0029542040157762637
2015-11-20,0.955735,1763.0,186009.74074077306,5887.0,614335.0,0.0029280199748782203
2015-11-21,0.928758,1710.0,124836.25980756202,6385.0,455976.0,0.0028835356577354156
2015-11-22,0.979765,2015.0,250887.06630454806,6638.0,372173.0,0.0029964065080433054
2015-11-23,0.967493,1738.0,673304.1357956372,6805.0,441875.0,0.0029828672730075534
2015-11-24,0.946442,1820.0,373148.12677099655,6670.0,524194.99999999994,0.002930070276462029
2015-11-25,0.893827,1710.0,170091.36431930127,6736.0,622991.0,0.002792773004218091
2015-11-26,0.863273,1804.0,845646.2476845405,6967.0,947473.0,0.002629524824855315
2015-11-27,0.8821,1660.0,1128436.1792351895,6198.0,403813.0,0.002506962996646393
2015-11-28,0.868102,1651.0,107400.9570300563,6414.0,462464.0,0.002430705045640365
2015-11-29,0.914144,1666.0,174571.75147869333,6497.0,448358.0,0.002557260749153775
2015-11-30,0.879951,1782.0,208812.76532775728,6402.0,784439.0,0.0023690259530475986
2015-12-01,0.878316,1763.0,212413.9647664919,6263.0,652857.0,0.00232721973450624
2015-12-02,0.873171,1673.0,261911.88470111514,5900.0,506306.99999999994,0.0024130744783750174
2015-12-03,0.818546,1758.0,185566.70452251312,6531.0,539969.0,0.002277978459911502
2015-12-04,0.812082,1742.0,152756.63544156423,6218.0,241278.00000000003,0.0022479156286331174
2015-12-05,0.841195,1716.0,121669.64722947098,6212.0,232743.00000000003,0.0023127543165072035
2015-12-06,0.866417,2006.0,210280.2202873359,8453.0,443608.0,0.0022241483763316646
2015-12-07,0.836322,1952.0,379014.0927883807,6773.0,520409.00000000006,0.002144525360274886
2015-12-08,0.806024,1757.0,167332.80648404596,6341.0,445903.0,0.002036699936828806
2015-12-09,0.824454,1748.0,235236.90911760056,6591.0,624221.0,0.001989320528906476
2015-12-10,0.79559,1779.0,177769.14539651285,6704.0,369589.0,0.0019033708940405273
2015-12-11,0.839995,1787.0,268369.60548807017,6775.0,801072.0,0.002022719610864959
2015-12-12,0.931196,2152.0,495197.9941544316,6354.0,1376280.0,0.0020586651338624458
2015-12-13,0.971538,1967.0,316448.9198572636,6574.0,273614.0,0.0022507019413427233
2015-12-14,0.95662,2186.0,695206.2839034344,6653.0,563436.0,0.0022079073095298547
2015-12-15,0.990589,2164.0,542037.3216489456,6755.0,578618.0,0.002231659457511039
2015-12-16,1.02,2153.0,1604245.09930909,6253.0,320767.0,0.002192558199522796
2015-12-17,0.993043,2402.0,438522.0890679888,7190.0,640765.0,0.002183567878974449
2015-12-18,0.938327,2184.0,232376.92135807168,6407.0,300787.0,0.0020584117582538113
2015-12-19,0.921524,2188.0,211146.7029834433,6954.0,343535.0,0.001987971092654514
2015-12-20,0.90824,2209.0,194173.19567161865,6353.0,472164.0,0.0019649092443156007
2015-12-21,0.906065,2315.0,217412.47321946296,7008.0,549113.0,0.002046032427061693
2015-12-22,0.894973,2312.0,215207.48675206065,7450.0,454249.0,0.002045933156547184
2015-12-23,0.861782,2215.0,125607.90361782904,7122.0,334993.0,0.0019733055504671184
2015-12-24,0.859433,2235.0,108877.46133779558,7345.0,354646.0,0.0019396352885418314
2015-12-25,0.861993,2159.0,59761.674980190706,7177.0,187114.0,0.0018950732093391373
2015-12-26,0.870766,2284.0,130196.31538179718,7308.0,425282.0,0.0019105801298929263
2015-12-27,0.853166,2215.0,69809.2825052718,7286.0,164565.0,0.0020483685865885573
2015-12-28,0.856356,2423.0,405879.42356681253,7727.0,235133.99999999997,0.0020228563329711346
2015-12-29,0.843835,2393.0,241735.16995305708,7656.0,215742.0,0.0019991352760009473
2015-12-30,0.874258,2363.0,188482.77154178746,6493.0,604078.0,0.0020176736672051694
2015-12-31,0.912098,2578.0,382489.08328122576,8089.0,663994.0,0.0021416784070630223
2016-01-01,0.933712,2350.0,324206.4950369863,7109.0,206062.0,0.0021677934621099552
2016-01-02,0.947401,2410.0,246973.22379389167,7374.0,255504.00000000003,0.0021798375592471586
2016-01-03,0.93843,2454.0,350244.58706103766,7532.0,407632.0,0.0021643756630840907
2016-01-04,0.972045,2538.0,150683.48958302054,7516.0,346245.0,0.0022602543831093335
2016-01-05,0.953147,2534.0,989846.0585316777,7611.0,219833.0,0.0022009074745422217
2016-01-06,0.950028,2645.0,512314.3499767741,7917.0,308791.0,0.0021998518038253137
2016-01-07,0.955801,2683.0,352178.09021513624,8136.0,647462.0,0.00222274133159694
2016-01-08,0.942752,2610.0,199860.17749513776,8488.0,545600.0,0.0020604799580364558
2016-01-09,0.985501,2624.0,308344.68987983034,7999.0,226281.0,0.002173675503992236
2016-01-10,0.985557,2797.0,139831.83111592912,8124.0,390888.0,0.0021987261288595396
2016-01-11,0.999216,2950.0,511382.06146755227,8605.0,1011920.0,0.002226913305103633
2016-01-12,1.07,2986.0,1066686.9793433482,8533.0,2898760.0,0.002387433620420367
2016-01-13,1.14,2815.0,498707.9503710372,8369.0,1005910.0,0.002622679273931948
2016-01-14,1.12,2752.0,377383.2943740449,8204.0,751960.9999999999,0.0025908533623262165
2016-01-15,1.18,3125.0,1149275.8039625466,7973.0,3910550.0,0.002742527773904151
2016-01-16,1.22,2665.0,715773.7566846294,8428.0,2462630.0,0.003341824855507163
2016-01-17,1.22,2578.0,467366.8674568217,7990.0,1171150.0,0.0031512333720780062
2016-01-18,1.33,3050.0,3463996.0358521855,8823.0,4278930.0,0.0034841380033007623
2016-01-19,1.42,2845.0,1784026.6692463583,8032.0,2446740.0,0.0036689662300080097
2016-01-20,1.36,3350.0,831118.1323755898,8817.0,2933219.9999999995,0.0035813977984937065
2016-01-21,1.53,2901.0,765663.2270616998,9318.0,1614959.9999999998,0.0036460691561613803
2016-01-22,1.55,2977.0,1439222.625370669,9194.0,1567240.0,0.0037827943868212325
2016-01-23,1.5,3409.0,1851811.6580821606,9993.0,7370980.0,0.0039222864315038046
2016-01-24,1.9,3822.0,3856421.0158412023,10281.0,9669770.0,0.00489564545220304
2016-01-25,2.15,4039.0,4849050.910217207,10669.0,10739300.0,0.005344004772320541
2016-01-26,2.53,4328.0,3907402.0587619217,11680.0,13939200.0,0.0064540816326530605
2016-01-27,2.25,4055.0,2917304.948157472,10576.0,6961080.0,0.005733360513709102
2016-01-28,2.41,4465.0,2295819.949758819,11372.0,4903850.0,0.00609894976591168
2016-01-29,2.54,4322.0,2290501.094148968,12054.0,6662340.0,0.006682276183210123
2016-01-30,2.51,4340.0,3667596.9480553656,11644.0,3725079.9999999995,0.006625138573615583
2016-01-31,2.44,4391.0,2714543.5560342916,11718.0,5847500.0,0.006450077982500198
2016-02-01,2.32,4199.0,1494264.0462978412,12266.0,3994100.0,0.0062813049952619455
2016-02-02,2.22,4166.0,1421087.8303075428,11693.0,3451270.0,0.005953019414351604
2016-02-03,2.43,4327.0,1566692.5168370984,12309.0,3987750.0,0.0064860536500734025
2016-02-04,2.53,4077.0,909869.0912482303,12014.0,3552320.0,0.006834697571386119
2016-02-05,2.57,4698.0,1536418.2869894705,12980.0,2636700.0,0.006608382617639496
2016-02-06,2.53,3839.0,667424.5805562257,11863.0,1921240.0,0.006544401045034791
2016-02-07,2.54,4054.0,2353121.903057128,12311.0,7007060.0,0.00674616876045789
2016-02-08,2.97,4496.0,4507611.694285642,12833.0,9725690.0,0.007883002441872811
2016-02-09,3.17,4756.0,5098235.040922618,13677.0,17954000.0,0.008489100744470034
2016-02-10,4.0,6031.0,9232157.62840218,15355.0,28640400.0,0.010634055562940318
2016-02-11,4.5,7681.0,8381213.451483468,19002.0,26408200.0,0.01177671351181597
2016-02-12,5.95,6484.0,12862425.706832567,16035.0,23360800.0,0.0156706787115805
2016-02-13,5.69,6065.0,7594581.319073815,16679.0,24218800.0,0.014793053244592347
2016-02-14,5.4,5549.0,5054136.764841533,14508.0,11226500.0,0.013742905861094851
2016-02-15,5.33,5685.0,4010412.894335549,15215.0,13934200.0,0.01307750815810781
2016-02-16,5.33,5688.0,7253891.728404945,15384.0,15889100.0,0.0132775328201679
2016-02-17,4.29,5729.0,3402417.773698087,15027.0,15451000.0,0.010523475445223961
2016-02-18,3.77,5537.0,4405314.091988648,14633.0,17054000.0,0.009050099623112562
2016-02-19,4.38,5531.0,2545739.8608600795,15644.0,7666320.0,0.010361223475977574
2016-02-20,4.68,5228.0,5651529.213932606,14739.0,8631090.0,0.011100569259962048
2016-02-21,4.36,6287.0,2141127.8808063595,15599.0,6413550.000000001,0.009959567809580374
2016-02-22,4.66,6008.0,3801186.111826598,16177.0,15056200.0,0.010615275974395773
2016-02-23,5.68,6048.0,8923314.644132288,16252.0,13380600.0,0.012960343175284078
2016-02-24,5.6,6036.0,11806077.529934121,16928.0,11426500.0,0.01330292664386165
2016-02-25,6.19,6599.0,5846441.639555278,17558.0,21471800.0,0.014563335215509128
2016-02-26,6.04,5927.0,24283017.520584937,17034.0,9526860.0,0.0142241480818595
2016-02-27,5.96,5918.0,13193947.938347172,17065.0,8903210.0,0.013769522225302653
2016-02-28,6.41,6498.0,5115478.788346266,17425.0,9851660.0,0.014818410893034654
2016-02-29,6.46,7115.0,4696885.754076183,18218.0,7648020.0,0.014904023624953857
2016-03-01,6.32,7658.0,8300621.355165385,19892.0,23098100.0,0.0144318597004019
2016-03-02,7.63,8544.0,27566255.38208757,21824.0,29130200.0,0.01753498954335486
2016-03-03,8.44,9064.0,17953588.90031327,23011.0,40314900.00000001,0.019909886532518694
2016-03-04,9.24,8978.0,14076962.659354122,22497.0,35520100.0,0.02190403944623554
2016-03-05,10.37,10060.0,30063163.46157638,25525.0,56439600.0,0.02524465650713277
2016-03-06,11.2,9725.0,18269923.73778414,23788.0,39112000.0,0.027963647258563866
2016-03-07,11.43,8043.0,18983794.777692217,21646.0,34085100.0,0.028031194820482636
2016-03-08,9.58,9472.0,20724408.552171066,22616.0,25524300.0,0.023114413936206148
2016-03-09,9.79,9248.0,11155563.658653606,22951.0,27540500.0,0.023653627775495904
2016-03-10,11.88,9812.0,10285687.65771267,23367.0,26851500.0,0.02864445194579737
2016-03-11,11.22,9481.0,10814620.407742245,21495.0,21002700.0,0.026890997986770204
2016-03-12,11.13,9980.0,17629786.805777397,25604.0,48957300.0,0.026398804582434005
2016-03-13,13.51,10164.0,26924471.965290986,26044.0,43915100.0,0.032819142475403865
2016-03-14,14.51,10422.0,24089374.37795945,25803.0,58385100.0,0.03503138580395944
2016-03-15,13.0,10369.0,17091214.309898123,26908.0,28404500.0,0.031220730565095223
2016-03-16,13.02,9655.0,14518416.897213329,25122.0,24335500.0,0.031231260044616085
2016-03-17,12.56,10287.0,22029287.503996532,28724.0,41650600.0,0.030055756299504657
2016-03-18,11.11,10763.0,28585919.04303925,28441.0,53956799.99999999,0.026417786232314822
2016-03-19,11.2,9580.0,9143645.283880485,26408.0,26735699.999999996,0.027365797639699953
2016-03-20,10.52,10076.0,6938484.837638436,27148.0,17651100.0,0.025633528265107213
2016-03-21,10.3,10320.0,9227131.697516445,27804.0,28572600.0,0.024914130908035414
2016-03-22,11.88,9780.0,8648933.071936538,27137.0,19730300.0,0.02875608162079733
2016-03-23,11.33,10093.0,6559148.3104341235,27006.0,19353200.0,0.027094891907403863
2016-03-24,12.44,10068.0,12208390.71205217,27298.0,26081800.0,0.029730892404760765
2016-03-25,11.26,10031.0,6334207.888749631,26724.0,13782000.0,0.02703416484598209
2016-03-26,10.77,9848.0,3641273.621453613,26527.0,9425480.0,0.025805060379528462
2016-03-27,10.99,10649.0,13031192.420779573,28072.0,16744800.0,0.026283063088917587
2016-03-28,10.43,10798.0,8326998.40655297,27893.0,23188300.0,0.024451998593365373
2016-03-29,11.75,12291.0,15229815.22805447,30228.0,17684200.0,0.027692670280461937
2016-03-30,11.61,12462.0,16461701.040323295,30234.0,19351200.0,0.02785308159201593
2016-03-31,11.92,11295.0,13326776.220927007,28914.0,14966700.0,0.028704907768626886
2016-04-01,11.4,10956.0,4391415.179742668,28301.0,11373100.0,0.02735387273250792
2016-04-02,11.63,10761.0,4375715.752906013,27192.0,8682620.0,0.027795038478084223
2016-04-03,11.63,10812.0,2561666.598549313,27521.0,5580550.0,0.027613552722178695
2016-04-04,11.62,11663.0,5258599.157632129,28765.0,9599070.0,0.027581295988606692
2016-04-05,11.21,12095.0,7760482.7990998225,28796.0,20557300.0,0.026625813500546297
2016-04-06,10.45,11878.0,6737707.730205169,28851.0,16997100.0,0.024629961346280756
2016-04-07,10.7,11756.0,7812722.317625412,28017.0,13464499.999999998,0.025258486379302204
2016-04-08,10.08,11563.0,5574926.544045406,28281.0,14660600.0,0.02383485848052777
2016-04-09,9.69,11976.0,12736245.042052545,29158.0,16194799.999999998,0.02302701931988308
2016-04-10,9.15,12826.0,11063216.73184134,29992.0,42613400.0,0.02180700207345266
2016-04-11,8.94,12057.0,5640555.569832391,28324.0,15138100.0,0.021191362267997248
2016-04-12,8.64,12594.0,9559005.811832506,28827.0,23190100.0,0.02043326080787059
2016-04-13,7.44,12904.0,8628421.718322339,28596.0,31403299.999999996,0.017479970866715225
2016-04-14,8.08,12318.0,7669878.947868898,29133.0,13590700.0,0.0190597504304956
2016-04-15,8.39,11838.0,4968004.033254277,28509.0,12179000.0,0.019767688429187382
2016-04-16,8.24,11885.0,3591447.5743588405,28610.0,9888460.0,0.019181526141812934
2016-04-17,8.62,12504.0,7130996.651194352,38363.0,24619600.0,0.020016719301504737
2016-04-18,9.33,12489.0,5981462.253779884,30458.0,21084100.0,0.021818947171488037
2016-04-19,9.08,12426.0,3984639.4455001126,29903.0,12899100.0,0.021180312572894797
2016-04-20,8.69,12678.0,5918932.302471732,29638.0,15634700.0,0.01996232656436644
2016-04-21,8.45,12671.0,4025643.927080371,29373.0,13355400.0,0.01914276652621086
2016-04-22,8.15,12802.0,6160843.841124412,29410.0,13309300.0,0.018123596255198025
2016-04-23,7.79,12583.0,7946888.352442212,29943.0,14565200.0,0.017471852150899386
2016-04-24,8.29,12691.0,3146715.7061018893,30031.0,10786400.000000002,0.018399325284090908
2016-04-25,8.01,13184.0,5785971.854189626,30480.0,18239900.0,0.017446419236800837
2016-04-26,7.53,13371.0,9155884.539667075,29569.0,17667300.0,0.016311058160944438
2016-04-27,7.39,13230.0,5767002.862874952,30836.0,19254500.0,0.015849526015527818
2016-04-28,7.74,12992.0,5956160.115499818,29921.0,11576000.0,0.017391695128527774
2016-04-29,7.21,14984.0,4239602.301697326,32191.0,8762080.0,0.016043256714358824
2016-04-30,7.45,19624.0,19987713.269213088,38190.0,36573300.0,0.01636715145656663
2016-05-01,8.78,14503.0,15268336.754322354,31870.0,16713800.0,0.019577238672850515
2016-05-02,8.89,17589.0,16720845.240971718,37280.0,41019200.0,0.019671188015843163
2016-05-03,10.17,14874.0,13720500.054482471,33798.0,21463900.0,0.02286780743372383
2016-05-04,9.38,14516.0,11508626.983896064,32474.0,17622400.0,0.020836110000444268
2016-05-05,9.4,14753.0,10432967.266615,33312.0,18296200.0,0.021042734660070294
2016-05-06,9.81,14563.0,20364152.87753096,32620.0,21510600.0,0.021900254498370318
2016-05-07,9.32,14187.0,14605468.679027913,31691.0,10806500.000000002,0.020276738316943696
2016-05-08,9.37,14765.0,13239362.827407032,34406.0,15031000.0,0.020439325524071284
2016-05-09,9.49,15276.0,19894728.10849852,33298.0,13085300.0,0.020711027694725128
2016-05-10,9.28,15295.0,18779609.32980209,35393.0,9321790.0,0.020151133501259445
2016-05-11,9.43,16736.0,29009272.38154908,34217.0,15267500.0,0.020915583551435035
2016-05-12,10.0,17109.0,32242592.615842305,35871.0,24137700.0,0.02210188971157034
2016-05-13,10.06,18489.0,89567735.98054616,37667.0,31276900.0,0.02211718148840277
2016-05-14,10.51,16644.0,63066045.65759839,35555.0,18808000.0,0.023057347198455532
2016-05-15,10.24,16087.0,15286302.56818826,33241.0,9218400.0,0.02246796559592768
2016-05-16,9.97,15262.0,15439795.115185067,31725.0,29079900.0,0.021788063550339826
2016-05-17,11.19,16884.0,14943178.987728102,34874.0,37198700.0,0.024647034206295014
2016-05-18,12.18,19509.0,22897188.30444806,39916.0,65389899.99999999,0.02684652516035178
2016-05-19,13.54,18334.0,36500039.672723636,38177.0,53757500.0,0.029789668221420398
2016-05-20,14.85,17302.0,41253994.50531989,37635.0,50544100.0,0.033920372781470566
2016-05-21,13.69,16643.0,14253498.964750463,36132.0,24648400.0,0.030905027428494027
2016-05-22,14.04,15542.0,9547000.26824478,34206.0,17938900.0,0.03167727088127792
2016-05-23,14.28,18109.0,18213900.676629063,39153.0,23842800.0,0.03250256060088767
2016-05-24,13.31,17253.0,23953290.186509963,38371.0,41560600.0,0.029957910373854913
2016-05-25,12.79,17709.0,23565630.50295125,38923.0,27444700.0,0.02867327265390306
2016-05-26,12.52,24303.0,16253102.09944446,44577.0,20764000.0,0.027842640158338334
2016-05-27,12.39,19766.0,33316695.569972493,40345.0,57496399.99999999,0.027319633092256133
2016-05-28,11.33,25572.0,25664511.043271158,42556.0,47274800.0,0.023951969219711225
2016-05-29,12.11,18727.0,12578836.08543037,37002.0,28598400.0,0.022958216425267308
2016-05-30,12.33,17501.0,12554282.01497359,36049.0,14733800.0,0.023331504153499726
2016-05-31,12.74,18219.0,13285788.495721994,37813.0,42433400.0,0.023849192234972574
2016-06-01,14.11,17480.0,11426151.584577963,35796.0,22471300.0,0.026567001186194948
2016-06-02,13.99,17324.0,7617576.9445997,35620.0,10477200.0,0.026075449191083278
2016-06-03,13.74,16847.0,8626164.325283933,35939.0,22981500.0,0.025554233001041513
2016-06-04,13.86,16495.0,6505487.399788148,33089.0,15792399.999999998,0.02432816696213863
2016-06-05,13.76,16429.0,6299166.995595391,34155.0,11088400.0,0.024000976783938883
2016-06-06,14.0,17409.0,7492847.559018167,34806.0,8720400.0,0.024364775495997214
2016-06-07,13.95,17192.0,14713118.279369494,35447.0,21421600.0,0.023827824750192156
2016-06-08,14.51,17780.0,31472133.29357481,35082.0,16941800.0,0.02513990678656202
2016-06-09,14.43,17198.0,6715861.1297904365,35020.0,8256830.0,0.02478529714874613
2016-06-10,14.38,17681.0,13101951.486614238,34719.0,11312900.0,0.024972214504028898
2016-06-11,13.91,14568.0,7362913.533951115,31912.0,12176500.0,0.02403787996612923
2016-06-12,14.19,18480.0,16883336.922551062,37682.0,38210300.0,0.02327450465818134
