priceUSD,Predictive value
-0.700487572,-0.7318636921467515
-0.6975737451,-0.7132512571422867
-0.6964530423999999,-0.7131090213204698
-0.6990680153000001,-0.7169978205706614
-0.7074359287,-0.7166304583045864
-0.7033266855,-0.7071127949405908
-0.6972375343,-0.6848930905391618
-0.6894299722,-0.6784545401544395
-0.6818091940000001,-0.6047884735498186
-0.6628693187,-0.6114859826139944
-0.6625704646,-0.6147073428215353
-0.6375040813,-0.45522454824495007
-0.5980179901,-0.36690586807499925
-0.594506455,-0.397443341373546
-0.6368690164,-0.5404350460816804
-0.6021272333,-0.4451214296099647
-0.6070583251,-0.46295082788403563
-0.6085152386,-0.49498990543755966
-0.6105698602,-0.4823102457572783
-0.6065726872,-0.44306116838667764
-0.5694400717,-0.3440379730672104
-0.5799373202,-0.3812113093680824
-0.5779200553,-0.38031551458789786
-0.5838971363000001,-0.41222674305288215
-0.5806844553,-0.404784782819667
-0.5711584825,-0.35097906208167684
-0.5762763581,-0.27541980999346477
-0.5827017201,-0.4380483283970466
-0.5800493904,-0.38501952508285087
-0.5872218875999999,-0.3494962617070161
-0.6055266981,-0.4787133207915486
-0.6027622981,-0.46158193704620804
-0.6006703198,-0.4080381176117304
-0.6094491575,-0.4983924696751015
-0.6134463304,-0.5359825185250491
-0.6041818549,-0.5194458302059339
-0.6079175305,-0.5052990392602692
-0.6070956818,-0.5112072314164292
-0.6072451089,-0.5199958940855308
-0.5965984334000001,-0.4958574454004649
-0.5829258607,-0.4517397270333622
-0.5915926281,-0.487509412844707
-0.586400039,-0.5097485630535449
-0.5878195957,-0.49271813808521714
-0.5890897254,-0.4647543908947515
-0.5800867472,-0.4428718331538102
-0.5897995038,-0.4663507571166041
-0.5841586336,-0.4923663796569271
-0.58961272,-0.49057103055671475
-0.588081093,-0.5073128635831599
-0.5870351038,-0.45986920556636757
-0.5825522931,-0.4851070476406732
-0.5831500011999999,-0.4169156321923488
-0.5723165419,-0.42550346784478343
-0.5371264777,-0.36987233893865207
-0.5029076890999999,-0.3048012701992389
-0.5135543646,-0.3479989954375157
-0.47328378159999995,-0.09739948733046383
-0.4832580354,-0.2768224504814695
-0.48101663009999995,-0.30831923347628953
-0.4717895113,-0.22844119402443186
-0.4082456692,-0.04913540469949826
-0.41504459880000005,-0.24871694582428602
-0.40398699899999996,-0.22091012424107098
-0.4193779825,-0.2014003104380722
-0.4287918851,-0.2311112387742289
-0.42909073909999995,-0.2722249783247056
-0.4342459715,-0.2789745167112415
-0.43551610119999995,-0.30669834787173444
-0.4382805011,-0.35738217937767514
-0.4301367283,-0.3054015154516894
-0.43047293909999995,-0.2603881313383649
-0.4244585014,-0.26429324984583247
-0.43618852280000003,-0.1368977401097492
-0.4339844742,-0.2730052578115042
-0.407050253,-0.15296789633751756
-0.2868735687,-0.16473600083404985
-0.29314950370000004,-0.07324983531915424
-0.17872575989999998,0.17013055062186988
-0.1314694634,0.10105126135842735
-0.08727642099999999,0.2326868868131876
-0.0603795566,0.2000582017680509
-0.1150324908,0.16261505432794776
-0.17256189510000003,-0.09597235127457363
-0.1762975707,-0.047418747867649325
-0.1340470796,-0.012999187227443254
-0.038862065099999996,0.25719062427039086
0.09551018650000001,0.6424843802193396
0.09293257029999999,0.467888687685993
0.060805760099999995,0.3783951667364548
0.06517650059999999,0.23143884904774925
0.0676420465,0.1462462848870738
0.1466142288,0.4200700388915682
0.15909138539999998,0.33345986563213637
0.21759206539999998,0.39891183498748506
0.1941693793,0.28434441408778904
0.2082155196,0.3220016669677416
0.2839003074,0.35783684817588446
0.49601196840000006,0.6239717297738964
0.5048655196,0.9661427012935289
0.7085719105,1.1433535649913031
0.7156696942,1.0664296726671316
0.5696794914,0.785229067980752
0.5796537453,0.8138946541100461
0.6121541231000001,0.8056245642264248
0.648166036,0.8415730635797639
0.6195507607999999,1.024522762195642
0.6138351771,1.4354141193731846
0.5735272373,0.970474435272078
0.4920521523,1.0852433079634825
0.4873825578,0.9440572834857968
0.5066212872,0.7579282496211983
0.43878141810000004,0.6899748465323566
0.3621253547,0.8915707262815851
0.24908381079999997,0.5410052817622153
0.3251048094,0.4201370650666154
0.4570862286,0.8692542999969207
0.3628724898,0.6526382023361115
0.3262628688,0.6849953888379554
0.2581615025,0.4547137157549923
0.30780863129999997,0.7387563461688202
0.28457272899999997,0.6225800439200957
0.2506154378,0.5452058149022974
0.2347761732,0.47759999381481993
0.2403423298,0.543582942313649
0.1489677045,0.35251438140648184
0.17112026079999998,0.2778786104226959
0.1382089587,0.5554273968475928
0.020572533799999997,0.49489516337823625
-0.0331091247,0.3536085601975787
0.09636939189999999,0.5341867705546934
0.0131385394,0.4045897344120621
-0.0235457951,0.37301596583171504
-0.1361390579,0.40132349580842475
-0.1719268303,0.1310794707538675
-0.041028757,0.09107412318947089
0.1080620566,0.48080813481595924
-0.0022150874,0.16483250180085096
0.0748892572,0.15823491736395975
0.0442567172,0.13404795033291425
0.08632042449999999,0.29375778226485655
0.0757484625,0.34779337589716364
0.0685759654,0.22439985151050135
0.0040234909,0.17709147915765555
-0.0043070657,0.26114831284512335
-0.006324330600000001,0.31563328455010653
-0.0473420487,0.06407341090289975
0.0027160044,0.09722370320035234
-0.0321752058,0.23036606400836912
-0.0049421306,0.04824253071003545
0.078438149,0.25977696389111044
0.0529234846,0.26073710605045153
0.0720875005,0.23896412453941007
0.0628977385,0.12024907443038363
0.1883043686,0.13669590980591456
0.206310325,0.3210312636787142
0.23567273530000002,0.32123128051307026
0.3422515604,0.23482192349087908
0.3397486578,0.5909988460000444
0.330521539,0.569511300514239
0.3836428462,0.39415862563366744
0.3898440677,0.3764479330079522
0.3437458307,0.6005114313806337
0.3509183278,0.6313819781442169
0.3130759339,0.7015382921788571
0.36156500329999997,0.6499182716546724
0.35745576009999996,0.7494370765973675
0.3368348308,0.5007777392992948
0.33855324159999994,0.4058418228968811
0.3528982359,0.5799645194657119
0.4297410832,0.49177813358168443
0.4081488781,0.5631356362098044
0.416292651,0.5856954718169651
0.4486436017,0.6405179034895647
0.4706093743,0.36115035669758944
0.47946292549999997,0.4158416567056126
0.538038319,0.6704596152862223
0.5302681138,0.7377776429889557
0.6106224961,0.7450699821119614
0.6441315063,0.8556086067273652
0.6629219546,0.7020448147463362
0.6791721435,0.552907764965427
0.5387480974000001,0.42931998541883537
0.5271675029999999,0.915012952166781
0.3420274199,0.775291084470867
0.402657435,0.9545030213240673
0.47632495799999996,0.6982675812450475
0.46183053659999995,0.7126472565712811
0.336797474,0.8106673641993665
0.3289151985,0.39556809808866145
